surv	day	mo	yr	season	trans	cap	Group	Fun_group	Genus	Species	swab	Zoospore_load_NEW	Zoospore_load	Second_load	TC	R	sex	Tb	Ts	SVL	mass	act	ht	dist	subst	mtr	bk	time	AM_PM	Num
38	28	6	2013	wet	Guabal	18	Frog	stream	Espadarana	prosoblepon	EC_1209	0	0	NA	155	R	M	19.2	19.2	24.5	1.55	calling	0.4	0	leaf	166	R	2033	PM	1
84	18	7	2013	wet	Guabal	10	Frog	stream	Espadarana	prosoblepon	EC_1385	0	0	NA	155	R	M	NA	NA	24.3	1.5	calling	0.6	0.6	leaf	164	R	2205	PM	1
76	23	3	2014	dry	Guabal	18	Frog	stream	Espadarana	prosoblepon	EC_1688	0	0	NA	155	R	NA	20.7	20.6	27	1.6	NA	1	0.7	leaf	160	R	2037	PM	1
51	27	6	2012	wet	Guabal	7	Frog	stream	Espadarana	prosoblepon	EC_485	0	0		201	R	F	20.3	20.3	30.1	1.7	NA	130	1.1	leaf	37	L	2022	PM	1
82	15	7	2012	wet	Guabal	1	Frog	stream	Espadarana	prosoblepon	EC_696	0.689888299	0.689888299	0	201	R	F	21.1	21.1	30.1	1.3	NA	200	1	leaf	37	L	2040	PM	1
39	20	6	2012	wet	Cascada	2	Frog	stream	Espadarana	prosoblepon	EC_407	0	0	1.37949124	202	R	M	21.5	21.6	24.3	0.8	NA	180	0.4	leaf	19	R	1934	PM	1
43	22	6	2012	wet	Cascada	2	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	202	R	NA	21.7	21.6	NA	NA	NA	130	2.5	leaf	19	R	1933	PM	1
13	6	6	2012	wet	Cascada	15	Frog	stream	Espadarana	prosoblepon	EC_231	0	0	NA	204	R	NA	21.7	21.7	24.4	NA	NA	150	0	leaf	60	L	2058	PM	1
17	8	6	2012	wet	Cascada	13	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	204	R	M	21.1	21.2	51	NA	amplexus	80	0	leaf	60	R	2031	PM	1
7	17	6	2013	wet	Cascada	7	Frog	stream	Espadarana	prosoblepon	EC_1091	0	0	NA	204	R	M	23.4	23.423	1.5	NA	NA	1.5	0	leaf	60	L	1953	PM	1
10	18	6	2013	wet	Cascada	14	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	204	R	NA	23.2	23.3	NA	NA	NA	1.3	0	leaf	62	R	2014	PM	1
60	7	7	2013	wet	Cascada	11	Frog	stream	Espadarana	prosoblepon	EC_1285	0.551019721	0.551019721	NA	204	R	NA	20.5	20.5	24.2	1.5	NA	2.2	0	leaf	62	R	2020	PM	1
71	21	3	2014	dry	Cascada	12	Frog	stream	Espadarana	prosoblepon	EC_1657	0	0	NA	210	NA	NA	21	21	23.9	1.7	NA	1.4	0.1	leaf	179	R	2259	PM	1
13	6	6	2012	wet	Cascada	4	Frog	stream	Espadarana	prosoblepon	EC_222	0	0	NA	212	R	M	20.5	20.7	25.2	1	calling	300	0.75	leaf	30	L	1950	PM	1
65	6	3	2013	dry	Cascada	3	Frog	stream	Espadarana	prosoblepon	EC_964	0	0	0	212	R	M	NA	NA	28.1	1.4	NA	2.1	0.1	leaf	31	R	1918	PM	1
13	6	6	2012	wet	Cascada	7	Frog	stream	Espadarana	prosoblepon	EC_225	0	0	NA	213	R	NA	21.6	21.7	25.5	1.1	NA	70	0.1	leaf	40	R	2015	PM	1
17	8	6	2012	wet	Cascada	10	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	213	R	M	20.3	20.5	NA	NA	NA	80	0	leaf	40	R	2020	PM	1
39	20	6	2012	wet	Cascada	9	Frog	stream	Espadarana	prosoblepon	EC_411	0	0	NA	213	R	NA	22.3	22.4	25.7	0.9	NA	220	3	leaf	43	R	2002	PM	1
42	21	6	2012	wet	Cascada	4	Frog	stream	Espadarana	prosoblepon	EC_425	603.8725281	603.8725281		213	R	NA	19.6	19.7	27.9	0.8	NA	250	0	leaf	43	R	1956	PM	1
72	11	7	2012	wet	Cascada	10	Frog	stream	Espadarana	prosoblepon	EC_657	0	0		213	R	NA	20.5	20.5	27.3	1.2	NA	30	1.9	branch	45	R	1944	PM	1
13	6	6	2012	wet	Cascada	2	Frog	stream	Espadarana	prosoblepon	EC_220	0.655604675	0.655604675	NA	214	R	M	22.2	22.2	27.4	1.1	NA	40	2.75	leaf	10	R	1933	PM	1
17	8	6	2012	wet	Cascada	2	Frog	stream	Espadarana	prosoblepon	NA	0.655604675	NA	NA	214	R	M	19.8	19.6	NA	NA	NA	100	0.9	leaf	10	L	1943	PM	1
43	22	6	2012	wet	Cascada	1	Frog	stream	Espadarana	prosoblepon	EC_438	1.277039647	1.277039647		214	R	NA	21.7	21.7	24.2	0.7	NA	205	0.1	leaf	16	R	1927	PM	1
25	10	2	2013	dry	Cascada	1	Frog	stream	Espadarana	prosoblepon	EC_877	0	0	0	214	R	NA	20.6	20.6	25.4	1.4	NA	0.5	1.5	leaf	11	R	1801	PM	1
10	18	6	2013	wet	Cascada	5	Frog	stream	Espadarana	prosoblepon	EC_1099	0	0	NA	214	R	M	23.4	23.5	24.9	1.5	NA	3	2	leaf	21	R	1931	PM	1
71	21	3	2014	dry	Cascada	1	Frog	stream	Espadarana	prosoblepon	EC_1648	0	0	NA	214	R	NA	21.1	20.9	25.4	1.6	NA	1	1.2	leaf	33	L	2147	PM	1
23	9	2	2013	dry	Cascada	4	Frog	stream	Espadarana	prosoblepon	EC_872	0	0	0	215	R	NA	21.1	21.1	26	1.4	NA	1.5	2	leaf	57	L	1938	PM	1
10	18	6	2013	wet	Cascada	12	Frog	stream	Espadarana	prosoblepon	EC_1103	0	0	NA	215	R	NA	22.9	23	23.5	1.4	NA	2.1	0.5	leaf	54	L	2007	PM	1
60	7	7	2013	wet	Cascada	8	Frog	stream	Espadarana	prosoblepon	EC_1282	0	0	NA	215	R	NA	20.3	20.2	24	1.35	NA	1	NA	leaf	54	L	1957	PM	1
63	8	7	2013	wet	Cascada	9	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	215	R	M	20.1	20.2	NA	NA	calling	1.6	2	leaf	54	L	1952	PM	1
17	8	6	2012	wet	Cascada	17	Frog	stream	Espadarana	prosoblepon	NA	NA	NA	NA	220	R	M	21.3	21.2	NA	NA	calling	300	0	leaf	90	C	2044	PM	1
42	21	6	2012	wet	Cascada	7	Frog	stream	Espadarana	prosoblepon	EC_428	0	0		220	R	NA	19.7	19.7	27.2	0.6	NA	220	2	leaf	46	L	2009	PM	1
13	6	6	2012	wet	Cascada	27	Frog	stream	Espadarana	prosoblepon	EC_239	0	0	NA	221	R	M	21	21.1	26.9	1	NA	140	1.1	leaf	185	R	2238	PM	1
17	8	6	2012	wet	Cascada	34	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	221	R	M	20.7	20.8	NA	NA	NA	200	0.4	leaf	183	R	2153	PM	1
39	20	6	2012	wet	Cascada	23	Frog	stream	Espadarana	prosoblepon	EC_419	0	0		221	R	NA	20.2	20.3	26.4	0.6	NA	210	0.3	leaf	183	R	2126	PM	1
17	8	6	2012	wet	Cascada	3	Frog	stream	Espadarana	prosoblepon	EC_255	0.341723934	0.341723934	NA	224	R	NA	19.7	19.8	25.9	1	NA	100	1	leaf	15	L	1947	PM	1
23	9	2	2013	dry	Cascada	2	Frog	stream	Espadarana	prosoblepon	EC_870	0	0	1.458977759	224	R	NA	21	21.1	24.6	1.5	NA	1.6	0	leaf	16	L	1910	PM	1
64	5	3	2013	dry	Cascada	1	Frog	stream	Espadarana	prosoblepon	EC_950	0	0	0	224	R	M	20.9	21	27.2	1.6	calling	2.5	0.7	leaf	16	L	1903	PM	1
10	18	6	2013	wet	Cascada	3	Frog	stream	Espadarana	prosoblepon	EC_1098	0	0	NA	224	R	M	23.4	23.5	26.35	1.4	NA	1.5	0	leaf	15	L	1923	PM	1
57	6	7	2013	wet	Cascada	1	Frog	stream	Espadarana	prosoblepon	EC_1276	0.665517077	0.665517077	NA	224	R	NA	NA	NA	25.8	1.7	NA	1.7	3	leaf	14	L	1905	PM	1
13	6	6	2012	wet	Cascada	5	Frog	stream	Espadarana	prosoblepon	EC_223	0	0	NA	230	R	M	22.3	22.3	26.4	1	NA	270	2.5	leaf	33	R	1955	PM	1
15	7	6	2012	wet	Cascada	3	Frog	stream	Espadarana	prosoblepon	EC_249	2.298637629	2.298637629	NA	230	R	NA	22.1	22.2	25.7	1	NA	90	0.6	leaf	33	R	1952	PM	1
17	8	6	2012	wet	Cascada	8	Frog	stream	Espadarana	prosoblepon	NA	2.298637629	NA	NA	230	R	M	20.2	20.3	NA	NA	NA	200	2.5	leaf	35	R	2008	PM	1
39	20	6	2012	wet	Cascada	6	Frog	stream	Espadarana	prosoblepon	EC_408	0	0	NA	230	R	NA	22.2	21.3	26.3	0.8	NA	80	0.4	leaf	28	R	1942	PM	1
72	11	7	2012	wet	Cascada	8	Frog	stream	Espadarana	prosoblepon	EC_655	0	0		230	R	NA	20.5	20.7	26.8	1.1	NA	200	4	leaf	32	R	1934	PM	1
65	6	3	2013	dry	Cascada	2	Frog	stream	Espadarana	prosoblepon	EC_963	0	0	0	230	R	M	NA	NA	26.9	1	NA	0.6	0	leaf	32	R	1912	PM	1
7	17	6	2013	wet	Cascada	6	Frog	stream	Espadarana	prosoblepon	EC_1090	0.314677544	0.314677544	NA	230	R	M	22.6	22.7	25	1.4	NA	1.2	0.6	leaf	33	R	1938	PM	1
10	18	6	2013	wet	Cascada	7	Frog	stream	Espadarana	prosoblepon	NA	0.314677544	NA	NA	230	R	NA	23.8	23.7	NA	NA	NA	NA	NA	leaf	29	R	1940	PM	1
60	7	7	2013	wet	Cascada	6	Frog	stream	Espadarana	prosoblepon	EC_1281	0.287322681	0.287322681	NA	230	R	NA	20.4	20.4	25.2	1.4	NA	1.7	2.5	leaf	27	R	1945	PM	1
17	8	6	2012	wet	Cascada	16	Frog	stream	Espadarana	prosoblepon	NA	NA	NA	NA	233	R	M	21.8	21.9	NA	NA	calling	400	0	leaf	82	C	2041	PM	1
64	5	3	2013	dry	Cascada	7	Frog	stream	Espadarana	prosoblepon	EC_956	0	0	0	233	R	NA	20.8	20.7	24.9	1.4	NA	2	0	leaf	82	C	1959	PM	1
65	6	3	2013	dry	Cascada	6	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	233	R	M	NA	NA	NA	NA	NA	2.2	0	leaf	83	C	1947	PM	1
17	8	6	2012	wet	Cascada	24	Frog	stream	Espadarana	prosoblepon	EC_261	0	0	NA	235	R	M	21.6	21.7	NA	NA	NA	150	0	leaf	132	L	2115	PM	1
39	20	6	2012	wet	Cascada	18	Frog	stream	Espadarana	prosoblepon	EC_415	0	0	0	235	R	NA	21.2	21.2	27.1	0.8	NA	160	0	leaf	139	R	2059	PM	1
13	6	6	2012	wet	Cascada	31	Frog	stream	Espadarana	prosoblepon	EC_242	0	0	NA	250	R	M	20.8	20.8	26.1	0.9	NA	70	0	leaf	200	C	2256	PM	1
17	8	6	2012	wet	Cascada	36	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	250	R	M	21.3	21.3	NA	NA	NA	100	0.3	leaf	200	L	2204	PM	1
60	7	7	2013	wet	Cascada	21	Frog	stream	Espadarana	prosoblepon	EC_1293	0	0	NA	250	R	NA	20	19.9	24.4	1.6	NA	1.5	0.5	leaf	200	L	2143	PM	1
10	5	6	2012	wet	Silenciosa	4	Frog	stream	Espadarana	prosoblepon	EC_208	0	0	NA	251	R	M	21.5	21.7	25.6	NA	NA	115	1	leaf	143	R	2039	PM	1
4	3	6	2012	wet	Guabal	4	Frog	stream	Espadarana	prosoblepon	EC_191	0.595669188	0.595669188	NA	252	NA	M	21.3	21.3	25.4	0.9	calling	100	0	leaf	85	C	2155	PM	1
44	24	6	2012	wet	Guabal	2	Frog	stream	Espadarana	prosoblepon	EC_448	0	0		252	R	NA	NA	NA	25	0.7	NA	100	2	leaf	95	R	2114	PM	1
4	3	6	2012	wet	Guabal	8	Frog	stream	Espadarana	prosoblepon	EC_194	0	0	NA	253	NA	M	21.6	21.5	24.5	1	NA	250	2	leaf	120	R	2231	PM	1
86	16	7	2012	wet	Guabal	9	Frog	stream	Espadarana	prosoblepon	EC_712	0	0	0	253	R	NA	22.2	22.3	25	0.6	NA	140	0.1	leaf	136	L	2008	PM	1
16	7	2	2013	dry	Guabal	5	Frog	stream	Espadarana	prosoblepon	EC_854	0.949834734	0.949834734	0.855504423	253	R	NA	20.8	20.8	22.6	1.5	NA	1.75	0	leaf	138	R	1951	PM	1
66	7	3	2013	dry	Guabal	8	Frog	stream	Espadarana	prosoblepon	EC_973	0	0	0	253	R	NA	21	20.9	24.6	1.2	NA	3	0	leaf	137	R	2000	PM	1
76	10	3	2013	dry	Guabal	6	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	253	R	M	21.3	21.2	NA	NA	NA	2.2	0.1	leaf	136	R	1937	PM	1
70	21	3	2014	dry	Guabal	17	Frog	stream	Espadarana	prosoblepon	EC_1639	0.921256542	0.921256542	NA	253	R	NA	21.1	21.1	27.2	1.6	NA	NA	NA	leaf	132	R	2043	PM	1
4	3	6	2012	wet	Guabal	10	Frog	stream	Espadarana	prosoblepon	EC_196	0	0	NA	254	NA	M	20.5	20.7	25.4	1	NA	50	1.25	leaf	135	R	2245	PM	1
86	16	7	2012	wet	Guabal	8	Frog	stream	Espadarana	prosoblepon	EC_711	0	0	0.030201944	254	R	M	22.3	22.4	24.2	0.6	NA	250	0.5	leaf	133	R	2002	PM	1
23	9	2	2013	dry	Cascada	3	Frog	stream	Espadarana	prosoblepon	EC_871	0	0	0	254	R	NA	21.2	21.3	24.7	NA	NA	1.7	0	leaf	21	L	1916	PM	1
74	9	3	2013	dry	Guabal	8	Frog	stream	Espadarana	prosoblepon	EC_1011	NA	NA	NA	254	R	M	21.4	21.4	25.8	1.5	NA	1.6	0.1	leaf	133	R	1950	PM	1
70	21	3	2014	dry	Guabal	16	Frog	stream	Espadarana	prosoblepon	EC_1638	0	0	NA	254	R	NA	21.3	21.2	25.9	1.6	NA	1.6	0.5	leaf	130	R	2039	PM	1
7	4	6	2012	wet	Silenciosa	4	Frog	stream	Espadarana	prosoblepon	EC_201	0	0	NA	255	NA	F	22.8	22.8	29.4	1.4	NA	NA	NA	NA	NA	NA	NA	NA	1
8	4	6	2012	wet	Guabal	2	Frog	stream	Espadarana	prosoblepon	EC_203	0.991847664	0.991847664	NA	300	NA	NA	22.8	22.7	27	1.2	NA	300	1	leaf	90	R	2111	PM	1
48	26	6	2012	wet	Guabal	3	Frog	stream	Espadarana	prosoblepon	EC_466	0	0		300	R	NA	19.1	19.2	26	1.1	NA	180	1.5	leaf	106	R	1936	PM	1
8	4	6	2012	wet	Guabal	5	Frog	stream	Espadarana	prosoblepon	EC_204	7.175192833	7.175192833	NA	301	NA	M	22.5	22.5	24.3	0.9	NA	110	0.2	leaf	190	L	2142	PM	1
20	8	2	2013	dry	Guabal	4	Frog	stream	Espadarana	prosoblepon	EC_866	0	0	0.701635033	301	R	NA	20.3	20.6	22.8	1.4	NA	2	0	leaf	118	L	1941	PM	1
10	5	6	2012	wet	Silenciosa	2	Frog	stream	Espadarana	prosoblepon	EC_206	0	0	NA	302	NA	M	20.4	20.4	23.3	0.8	NA	150	0	leaf	60	R	2010	PM	1
45	24	6	2012	wet	Silenciosa	3	Frog	stream	Espadarana	prosoblepon	EC_443	0	0	0	302	R	NA	NA	NA	26.8	0.8	NA	230	0	leaf	59	R	1922	PM	1
10	5	6	2012	wet	Silenciosa	3	Frog	stream	Espadarana	prosoblepon	EC_207	1.587578654	1.587578654	NA	303	NA	M	21.6	21.5	25.1	0.7	NA	140	0	leaf	110	R	2032	PM	1
45	24	6	2012	wet	Silenciosa	4	Frog	stream	Espadarana	prosoblepon	EC_444	0	0		303	R	NA	NA	NA	25	0.7	NA	100	0	leaf	108	R	1941	PM	1
87	16	7	2012	wet	Silenciosa	7	Frog	stream	Espadarana	prosoblepon	EC_733	0.415624566	0.415624566		303	R	NA	22.5	22.3	23.5	0.5	NA	120	0	leaf	112	L	2241	PM	1
71	8	3	2013	dry	Silenciosa	7	Frog	stream	Espadarana	prosoblepon	EC_999	0	0	NA	303	R	NA	21	20.9	26	1.4	NA	1.7	0.4	leaf	139	L	2139	PM	1
39	28	6	2013	wet	Silenciosa	7	Frog	stream	Espadarana	prosoblepon	EC_1216	0	0	NA	303	R	NA	19.9	19.9	24.2	1.5	NA	1.8	0	leaf	117	R	2219	PM	1
83	18	7	2013	wet	Silenciosa	6	Frog	stream	Espadarana	prosoblepon	NA	NA	NA	NA	303	R	NA	NA	NA	NA	NA	NA	1.6	0	leaf	115	R	1946	PM	1
27	3	3	2014	dry	Silenciosa	6	Frog	stream	Espadarana	prosoblepon	EC_1506	0	0	NA	303	R	NA	18.7	18.6	27.2	1.5	NA	1.5	0	leaf	118	R	2057	PM	1
10	5	6	2012	wet	Silenciosa	5	Frog	stream	Espadarana	prosoblepon	EC_209	0.599819086	0.599819086	NA	304	NA	M	19.9	20	27.6	1.1	NA	60	0	leaf	178	R	2057	PM	1
45	24	6	2012	wet	Silenciosa	9	Frog	stream	Espadarana	prosoblepon	EC_445	0	0		304	R	NA	NA	NA	26.5	0.9	NA	170	0.1	leaf	182	R	2016	PM	1
49	26	6	2012	wet	Silenciosa	8	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	304	R	NA	18.2	18.1	NA	NA	NA	160	1.9	leaf	184	L	2237	PM	1
83	18	7	2013	wet	Silenciosa	11	Frog	stream	Espadarana	prosoblepon	EC_1379	0.61001569	0.61001569	NA	304	R	M	NA	NA	25.7	1.3	calling	1.6	0	leaf	170	L	2016	PM	1
11	5	6	2012	wet	Guabal	2	Frog	stream	Espadarana	prosoblepon	EC_213	0	0	NA	305	NA	M	19.4	19.5	25.6	1.1	calling	170	0	leaf	85	L	2157	PM	1
11	5	6	2012	wet	Guabal	10	Frog	stream	Espadarana	prosoblepon	EC_217	0	0	NA	310	NA	M	21.1	21.1	27.6	1	calling	130	0	leaf	155	L	2300	PM	1
13	6	6	2012	wet	Cascada	10	Frog	stream	Espadarana	prosoblepon	EC_228	0	0	NA	311	NA	NA	21.9	22	26.6	0.9	NA	140	0.2	leaf	50	L	2037	PM	1
13	6	6	2012	wet	Cascada	11	Frog	stream	Espadarana	prosoblepon	EC_229	0.312682912	0.312682912	NA	312	NA	M	21.7	21.9	27.7	1.2	NA	50	0	leaf	55	L	2045	PM	1
17	8	6	2012	wet	Cascada	14	Frog	stream	Espadarana	prosoblepon	NA	0.312682912	NA	NA	312	R	F	NA	NA	NA	NA	amplexus	80	0	leaf	60	R	2031	PM	1
72	11	7	2012	wet	Cascada	6	Frog	stream	Espadarana	prosoblepon	EC_653	0	0		312	R	NA	19.7	19.8	24.6	0.1	NA	300	0	leaf	28	L	1924	PM	1
25	10	2	2013	dry	Cascada	4	Frog	stream	Espadarana	prosoblepon	EC_879	51.88751221	51.88751221	12.16229796	312	R	NA	20.4	20.5	33.4	1.3	NA	0.1	0.4	leaf	56	L	1842	PM	1
13	6	6	2012	wet	Cascada	12	Frog	stream	Espadarana	prosoblepon	EC_230	0	0	NA	313	NA	NA	21.6	21.6	25.9	0.9	NA	75	1.2	leaf	56	R	2050	PM	1
17	8	6	2012	wet	Cascada	11	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	313	R	M	21.4	21.4	NA	NA	NA	70	0	leaf	45	L	2023	PM	1
13	6	6	2012	wet	Cascada	20	Frog	stream	Espadarana	prosoblepon	EC_232	0	0	NA	314	NA	M	21.6	21.7	24.4	1	NA	80	0	leaf	NA	NA	2131	PM	1
17	8	6	2012	wet	Cascada	18	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	314	R	M	21.1	21.2	NA	NA	NA	180	0	leaf	102	C	2051	PM	1
39	20	6	2012	wet	Cascada	15	Frog	stream	Espadarana	prosoblepon	EC_414	129.8437119	129.8437119	0.169569589	314	R	NA	21.3	21.5	21.4	1	NA	145	1	leaf	112	L	2042	PM	1
42	21	6	2012	wet	Cascada	12	Frog	stream	Espadarana	prosoblepon	EC_430	1.370472163	1.370472163		314	R	NA	19.6	19.8	26.8	0.6	NA	40	0.3	leaf	104	R	2039	PM	1
48	26	6	2012	wet	Guabal	6	Frog	stream	Espadarana	prosoblepon	EC_467	1.434552222	1.434552222		314	R	NA	18.3	18.2	27.6	1.3	NA	110	1.3	leaf	158	L	2013	PM	1
68	10	7	2012	wet	Cascada	2	Frog	stream	Espadarana	prosoblepon	EC_627	0	0		314	R	NA	20.3	20.3	26.1	0.5	NA	180	1.7	leaf	16	R	1921	PM	1
86	16	7	2012	wet	Guabal	14	Frog	stream	Espadarana	prosoblepon	EC_715	0	0	0	314	R	NA	22.4	22.4	25.8	1.2	NA	70	1	leaf	153	L	2028	PM	1
60	27	2	2013	dry	Cascada	3	Frog	stream	Espadarana	prosoblepon	EC_944	0	0	NA	314	R	M	20.9	20.9	23.6	1.4	NA	1.3	1.5	leaf	105	R	1945	PM	1
66	7	3	2013	dry	Guabal	9	Frog	stream	Espadarana	prosoblepon	EC_974	0	0	0	314	R	NA	NA	NA	28.4	1.6	NA	1.3	0.5	leaf	158	L	2026	PM	1
70	8	3	2013	dry	Guabal	7	Frog	stream	Espadarana	prosoblepon	EC_989	0	0	NA	314	R	M	20.9	20.9	27.2	NA	NA	1.5	0.7	leaf	156	L	2009	PM	1
76	10	3	2013	dry	Guabal	8	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	314	R	M	21	21	NA	NA	NA	1.5	0.7	leaf	156	L	1950	PM	1
10	18	6	2013	wet	Cascada	19	Frog	stream	Espadarana	prosoblepon	EC_1106	0	0	NA	314	R	M	23.1	23.2	23.7	1.55	NA	0.8	0	leaf	103	R	2043	PM	1
31	24	6	2013	wet	Guabal	20	Frog	stream	Espadarana	prosoblepon	EC_1174	0	0	NA	314	R	M	NA	NA	26.6	1.7	NA	1.6	2	leaf	157	L	2048	PM	1
60	7	7	2013	wet	Cascada	14	Frog	stream	Espadarana	prosoblepon	EC_1287	1.712746173	1.712746173	NA	314	R	M	20.6	20.6	25	1.5	NA	1.5	1.5	leaf	103	R	2054	PM	1
52	10	3	2014	dry	Cascada	14	Frog	stream	Espadarana	prosoblepon	EC_1568	0	0	NA	314	R	NA	NA	NA	25.8	1.7	NA	1	0	branch	103	R	2146	PM	1
13	6	6	2012	wet	Cascada	21	Frog	stream	Espadarana	prosoblepon	EC_233	0	0	NA	315	NA	NA	21.5	21.5	26.1	0.8	NA	65	NA	NA	NA	NA	NA	NA	1
17	8	6	2012	wet	Cascada	19	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	315	R	M	21.5	21.6	NA	NA	calling	150	0.2	leaf	110	L	2056	PM	1
39	20	6	2012	wet	Cascada	10	Frog	stream	Espadarana	prosoblepon	EC_412	0	0	0	315	R	NA	21.9	22	26	0.7	NA	350	0	leaf	42	R	2008	PM	1
64	5	3	2013	dry	Cascada	8	Frog	stream	Espadarana	prosoblepon	EC_957	0	0	NA	315	R	M	20.8	20.7	27	1.4	NA	0.5	0	leaf	109	L	2016	PM	1
63	8	7	2013	wet	Cascada	11	Frog	stream	Espadarana	prosoblepon	EC_1298	0	0	NA	315	R	M	20.1	20.4	24.3	1.6	calling	1.6	2	leaf	110	L	2011	PM	1
13	6	6	2012	wet	Cascada	22	Frog	stream	Espadarana	prosoblepon	EC_234	0	0	NA	320	NA	M	21.6	21.6	25.6	0.8	NA	65	2	leaf	150	R	2159	PM	1
42	21	6	2012	wet	Cascada	17	Frog	stream	Espadarana	prosoblepon	EC_433	1224.368668	1224.368668		320	R	NA	19.8	19.8	25.7	0.7	NA	90	2.1	leaf	148	R	2110	PM	1
72	11	7	2012	wet	Cascada	22	Frog	stream	Espadarana	prosoblepon	EC_661	0	0	0	320	R	NA	20.2	20.3	26.5	1.1	NA	130	2.5	leaf	150	R	2043	PM	1
65	6	3	2013	dry	Cascada	7	Frog	stream	Espadarana	prosoblepon	EC_965	0	0	NA	320	R	M	NA	NA	25.3	1.5	NA	0.9	1.7	leaf	149	R	2015	PM	1
3	15	6	2013	wet	Cascada	5	Frog	stream	Espadarana	prosoblepon	EC_1081	0	0	NA	320	R	M	20.3	20.4	24	1.6	NA	1.8	0.2	leaf	146	R	2030	PM	1
60	7	7	2013	wet	Cascada	19	Frog	stream	Espadarana	prosoblepon	EC_1291	0	0	NA	320	R	NA	20.3	20.3	25.3	1.6	NA	2	0.5	leaf	150	R	2122	PM	1
52	10	3	2014	dry	Cascada	17	Frog	stream	Espadarana	prosoblepon	EC_1571	0	0	NA	320	R	NA	NA	NA	26.8	1.4	NA	1.4	2	leaf	150	R	2207	PM	1
75	22	3	2014	dry	Cascada	15	Frog	stream	Espadarana	prosoblepon	EC_1677	0	0	NA	320	R	NA	NA	NA	28	NA	NA	1.1	0.1	leaf	150	R	2209	PM	1
13	6	6	2012	wet	Cascada	23	Frog	stream	Espadarana	prosoblepon	EC_235	0	0	NA	321	NA	M	21.5	21.5	25.6	0.8	calling	100	0.8	leaf	151	R	2200	PM	1
17	8	6	2012	wet	Cascada	28	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	321	R	M	20.9	20.9	NA	NA	NA	180	1.3	leaf	151	R	2135	PM	1
13	6	6	2012	wet	Cascada	24	Frog	stream	Espadarana	prosoblepon	EC_236	0	0	NA	322	NA	M	21.3	21.4	27.8	1.1	NA	100	0.4	leaf	158	L	2210	PM	1
17	8	6	2012	wet	Cascada	30	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	322	R	NA	21.3	21.3	NA	NA	NA	150	1.6	leaf	155	L	2141	PM	1
13	6	6	2012	wet	Cascada	25	Frog	stream	Espadarana	prosoblepon	EC_237	0	0	NA	323	NA	M	21	21.2	25.3	1	NA	120	0.4	leaf	158	L	2215	PM	1
17	8	6	2012	wet	Cascada	31	Frog	stream	Espadarana	prosoblepon	NA	0	NA	NA	323	R	NA	20.8	20.9	NA	NA	NA	150	0	leaf	156	R	2142	PM	1
39	20	6	2012	wet	Cascada	21	Frog	stream	Espadarana	prosoblepon	EC_418	1133.701477	1133.701477		323	R	NA	20.5	20.6	26.8	1	NA	190	0	leaf	158	R	2116	PM	1
42	21	6	2012	wet	Cascada	15	Frog	stream	Espadarana	prosoblepon	EC_431	0	0		323	R	NA	20.2	20.4	24.8	0.8	NA	170	0.4	leaf	127	L	2052	PM	1
13	6	6	2012	wet	Cascada	26	Frog	stream	Espadarana	prosoblepon	EC_238	0	0	NA	324	NA	M	20.8	21	27.3	0.9	NA	190	0	leaf	170	R	2230	PM	1
42	21	6	2012	wet	Cascada	20	Frog	stream	Espadarana	prosoblepon	EC_434	0.065556346	0.065556346		324	R	NA	20.4	20.5	26.5	0.8	NA	150	0	leaf	173	R	2122	PM	1
65	6	3	2013	dry	Cascada	8	Frog	stream	Espadarana	prosoblepon	EC_966	0	0	NA	324	R	M	NA	NA	28	1.5	NA	2.6	0	leaf	172	C	2025	PM	1
13	6	6	2012	wet	Cascada	29	Frog	stream	Espadarana	prosoblepon	EC_241	0	0	NA	325	NA	M	21	21	26.8	0.9	NA	50	0	leaf	195	L	2249	PM	1
39	20	6	2012	wet	Cascada	20	Frog	stream	Espadarana	prosoblepon	EC_417	0	0	0	325	R	NA	20.7	20.6	26	0.7	NA	220	0	leaf	152	R	2113	PM	1
39	20	6	2012	wet	Cascada	26	Frog	stream	Espadarana	prosoblepon	EC_420	0	0		325	R	NA	20	20.3	26	0.8	NA	40	2.5	leaf	200	L	2137	PM	1
