surv	day	mo	yr	season	trans	cap	Group	Fun_group	Genus	Species	swab	Zoospore_load_NEW	Zoospore_load	Second_load	TC	R	sex	Tb	Ts	SVL	mass	act	ht	dist	subst	mtr	bk	time	AM_PM	Num
64	5	3	2013	dry	Cascada	12	Frog	stream	Pristimantis	museosus	EC_961	0	0	NA	NA	NA	NA	20.7	20.7	27.3	1.8	NA	1.9	0	leaf	179	L	2102	PM	1
5	16	6	2013	wet	Cascada	1	Frog	stream	Pristimantis	museosus	EC_1085	0.32015603	0.32015603	NA	NA	NA	NA	21	21.2	36.7	6.3	NA	1.5	3	stem	41	L	1927	PM	1
70	21	3	2014	dry	Guabal	7	Frog	stream	Pristimantis	museosus	EC_1630	0	0	NA	NA	NA	NA	21.3	21.3	40.5	5.2	NA	0.2	3	leaf	93	R	1949	PM	1
85	31	3	2014	dry	Silenciosa	5	Frog	stream	Pristimantis	museosus	EC_1728	0.50925307	0.50925307	NA	NA	NA	NA	20.5	20.2	41.5	4.5	NA	1.5	0.5	leaf	130	R	2135	PM	1
25	20	7	2011	wet	Cascada	14	Frog	NA	Pristimantis	museosus	EC_129	0	NA	NA	NA	NA	NA	22.2	22.3	15.13	NA	NA	45	0	lf	191	l	2140	PM	1
36	19	6	2012	wet	Verrugosa	7	Frog	trail	Pristimantis	pardalis	EC_389	0	0	1.424585581	53	NA	NA	22.1	22.2	22.1	0.4	NA	30	NA	leaf	181	L	2014	PM	1
15	7	6	2012	wet	Cascada	9	Frog	trail	Pristimantis	pardalis	EC_251	0	0	NA	NA	NA	NA	22.2	22.3	21.9	NA	NA	50	0.35	leaf	195	R	2047	PM	1
26	15	6	2012	wet	MainTrail	15	Frog	trail	Pristimantis	pardalis	EC_333	0	0	NA	NA	NA	NA	20.3	20.4	34.3	3.2	NA	130	NA	leaf	370	L	2154	PM	1
29	16	6	2012	wet	MainTrail	17	Frog	trail	Pristimantis	pardalis	EC_344	0.845145658	0.845145658	NA	NA	NA	NA	18.7	18.9	19.5	0.7	NA	140	NA	leaf	261	L	2119	PM	1
30	17	6	2012	wet	Verrugosa	1	Frog	trail	Pristimantis	pardalis	EC_351	0	0	NA	NA	NA	NA	21.6	21.7	18.2	0.6	NA	120	NA	leaf	1	L	1906	PM	1
30	17	6	2012	wet	Verrugosa	8	Frog	trail	Pristimantis	pardalis	EC_357	1.020969376	1.020969376	NA	NA	NA	NA	20.8	20.9	19	0.4	NA	40	NA	leaf	125	R	2006	PM	1
33	18	6	2012	wet	Verrugosa	2	Frog	trail	Pristimantis	pardalis	EC_375	0	0	NA	NA	NA	NA	22.3	22.6	18.5	0.3	NA	140	NA	leaf	77	L	1928	PM	1
59	4	7	2012	wet	LoopTrail	1	Frog	trail	Pristimantis	pardalis	EC_523	0	0		NA	NA	NA	20.2	20.3	18.5	0.7	NA	150	NA	branch	19	L	1929	PM	1
59	4	7	2012	wet	LoopTrail	2	Frog	trail	Pristimantis	pardalis	EC_524	4.698919356	4.698919356		NA	NA	NA	19.3	19.4	23.1	0.9	NA	140	NA	leaf	23	L	1933	PM	1
59	4	7	2012	wet	LoopTrail	5	Frog	trail	Pristimantis	pardalis	EC_527	0	0		NA	NA	NA	19.8	19.8	24.4	1.2	NA	150	NA	railing	104	R	2010	PM	1
62	5	7	2012	wet	LoopTrail	1	Frog	trail	Pristimantis	pardalis	EC_532	0	0		NA	NA	NA	20.1	20.1	22.2	0.8	NA	200	NA	branch	24	L	1917	PM	1
62	5	7	2012	wet	LoopTrail	16	Frog	trail	Pristimantis	pardalis	EC_542	0	0		NA	NA	NA	21.1	21.1	24.4	1.3	NA	120	NA	leaf	242	L	2104	PM	1
63	6	7	2012	wet	Verrugosa	12	Frog	trail	Pristimantis	pardalis	EC_551	6.342163682	6.342163682	1.17729187	NA	NA	NA	19.3	19.5	13.8	0.2	NA	120	NA	leaf	123	L	2009	PM	1
63	6	7	2012	wet	Verrugosa	9	Frog	trail	Pristimantis	pardalis	EC_548	0	0		NA	NA	NA	19.6	19.7	16.4	0.4	NA	110	NA	leaf	96	R	1953	PM	1
63	6	7	2012	wet	Verrugosa	1	Frog	trail	Pristimantis	pardalis	EC_543	0.88587746	0.88587746		NA	NA	NA	20.8	20.9	19.1	0.5	NA	100	NA	leaf	8	L	1915	PM	1
63	6	7	2012	wet	Verrugosa	21	Frog	trail	Pristimantis	pardalis	EC_559	28.03202868	28.03202868		NA	NA	NA	19.9	19.9	19.8	0.3	NA	80	NA	leaf	186	L	2049	PM	1
66	7	7	2012	wet	Verrugosa	11	Frog	trail	Pristimantis	pardalis	EC_588	0	0		NA	NA	NA	20.5	20.5	13.9	0.2	NA	30	NA	leaf	125	L	2001	PM	1
67	8	7	2012	wet	Verrugosa	10	Frog	trail	Pristimantis	pardalis	EC_614	0	0		NA	NA	NA	21.1	21.2	14.4	0.1	NA	NA	NA	leaf	NA	NA	NA	NA	1
67	8	7	2012	wet	Verrugosa	19	Frog	trail	Pristimantis	pardalis	EC_620	0	0		NA	NA	NA	21.1	21.3	18.6	0.4	NA	140	NA	leaf	257	R	2051	PM	1
78	13	7	2012	wet	LoopTrail	1	Frog	trail	Pristimantis	pardalis	EC_667	0	0	0	NA	NA	NA	20.2	21	23.2	0.9	NA	120	NA	leaf	24	L	1924	PM	1
98	23	7	2012	wet	Verrugosa	1	Frog	trail	Pristimantis	pardalis	EC_779	0	0		NA	NA	NA	21.8	21.9	19.6	0.7	NA	170	NA	stem	86	R	1923	PM	1
100	24	7	2012	wet	LoopTrail	2	Frog	trail	Pristimantis	pardalis	EC_798	0	0		NA	NA	NA	19.6	19.5	21.6	0.7	NA	140	NA	leaf	24	L	1916	PM	1
100	24	7	2012	wet	LoopTrail	1	Frog	trail	Pristimantis	pardalis	EC_797	0	0		NA	NA	NA	19.7	19.8	24.1	0.9	NA	180	NA	leaf	24	L	1915	PM	1
100	24	7	2012	wet	LoopTrail	4	Frog	trail	Pristimantis	pardalis	EC_800	0.717046335	0.717046335		NA	NA	NA	19.2	19.2	25.7	1.2	NA	190	NA	leaf	57	R	1933	PM	1
105	26	7	2012	wet	LoopTrail	1	Frog	trail	Pristimantis	pardalis	EC_809	0	0		NA	NA	NA	22	21.9	22.4	0.7	NA	110	NA	leaf	25	L	1918	PM	1
28	17	2	2013	dry	LoopTrail	2	Frog	trail	Pristimantis	pardalis	EC_883	0	0	0	NA	NA	M	NA	NA	23.3	1.4	NA	1.7	NA	leaf	74	L	1934	PM	1
31	18	2	2013	dry	LoopTrail	2	Frog	trail	Pristimantis	pardalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	leaf	72	R	1934	PM	1
48	23	2	2013	dry	LoopTrail	2	Frog	trail	Pristimantis	pardalis	EC_918	0	0	NA	NA	NA	NA	20.4	20.4	12.8	0.7	NA	0.8	NA	leaf	46	R	2103	PM	1
58	26	2	2013	dry	LoopTrail	3	Frog	trail	Pristimantis	pardalis	EC_940	0	0	NA	NA	NA	NA	20.4	20.5	13.8	0.8	NA	1.4	NA	leaf	167	R	2126	PM	1
16	20	6	2013	wet	LoopTrail	4	Frog	trail	Pristimantis	pardalis	EC_1131	0.332828239	0.332828239	NA	NA	NA	NA	22.1	22.2	20.6	1.25	NA	1	NA	railing	203	L	2219	PM	1
48	2	7	2013	wet	MainTrail	4	Frog	trail	Pristimantis	pardalis	EC_1241	0	0	NA	NA	NA	NA	19.9	10	20.02	1.3	NA	1.5	NA	leaf	281	R	2009	PM	1
63	8	7	2013	wet	Cascada	3	Frog	trail	Pristimantis	pardalis	EC_1295	0.469344854	0.469344854	NA	NA	NA	NA	20.5	20.5	22.4	1.5	NA	1	1.5	leaf	22	R	1916	PM	1
94	25	7	2013	wet	Verrugosa	9	Frog	trail	Pristimantis	pardalis	EC_1421	0.562103726	0.562103726	NA	NA	NA	NA	22.6	22.6	20.02	1	NA	1.1	NA	leaf	166	R	2003	PM	1
4	26	2	2014	dry	LoopTrail	8	Frog	trail	Pristimantis	pardalis	EC_1450	0.356291719	0.356291719	NA	NA	NA	NA	19.1	19	12.9	0.8	NA	0.1	NA	leaf	80	L	2206	PM	1
4	26	2	2014	dry	LoopTrail	7	Frog	trail	Pristimantis	pardalis	EC_1449	0	0	0.382356271	NA	NA	NA	18.9	19	21	1.6	NA	1.1	NA	leaf	83	L	2159	PM	1
16	1	3	2014	dry	LoopTrail	2	Frog	trail	Pristimantis	pardalis	EC_1477	0	0	NA	NA	NA	NA	19.9	19.7	20.7	1.1	NA	1.3	NA	leaf	289	L	2010	PM	1
26	3	3	2014	dry	Verrugosa	5	Frog	trail	Pristimantis	pardalis	EC_1494	0	0	NA	NA	NA	NA	19.9	19.8	13.3	0.7	NA	0.55	NA	leaf	97	R	1915	PM	1
26	3	3	2014	dry	Verrugosa	8	Frog	trail	Pristimantis	pardalis	EC_1497	0	0	0	NA	NA	M	19.5	19.5	21	1.5	calling	1.1	NA	leaf	131	R	1927	PM	1
32	6	3	2014	dry	Verrugosa	5	Frog	trail	Pristimantis	pardalis	EC_1514	0	0	0	NA	NA	NA	19.8	19.8	33.1	3.9	NA	1.3	NA	branch	296	R	1942	PM	1
32	6	3	2014	dry	Verrugosa	3	Frog	trail	Pristimantis	pardalis	NA	NA	NA	NA	NA	NA	NA	20	20.2	NA	NA	NA	0.45	NA	leaf	131	R	1919	PM	1
53	11	3	2014	dry	Guabal	3	Frog	trail	Pristimantis	pardalis	EC_1574	0	0	NA	NA	NA	NA	NA	NA	12.1	0.5	NA	0.5	2.1	cobble	284	L	1054	AM	1
61	13	3	2014	dry	LoopTrail	2	Frog	trail	Pristimantis	pardalis	EC_1602	0	0	NA	NA	NA	NA	NA	NA	20.8	1.5	NA	NA	NA	leaf	85	R	2115	PM	1
81	30	3	2014	dry	Verrugosa	4	Frog	trail	Pristimantis	pardalis	EC_1746	3.411097527	3.411097527	NA	NA	NA	NA	20.1	20	11.3	NA	NA	0.3	NA	leaf	354	L	2020	PM	1
83	30	3	2014	dry	MainTrail	2	Frog	trail	Pristimantis	pardalis	EC_1711	0	0	0	NA	NA	NA	19.9	19.9	16.9	1	NA	0.5	NA	leaf	339	R	2223	PM	1
87	1	4	2014	dry	Verrugosa	2	Frog	trail	Pristimantis	pardalis	EC_1732	22.05564976	22.05564976	4.180528224	NA	NA	NA	20.6	20.6	14.5	NA	NA	0.3	NA	leaf	96	R	1919	PM	1
1	12	7	2011	wet	LoopTrail	8	Frog	NA	Pristimantis	pardalis	EC_54	0	NA	NA	NA	NA	NA	19.1	19.2	15.62	0.5	NA	50	NA	lf	NA	l	2133	PM	1
4	13	7	2011	wet	LoopTrail	5	Frog	NA	Pristimantis	pardalis	EC_64	0	NA	NA	NA	NA	NA	18.8	18.9	20.94	0.8	NA	NA	NA	NA	NA	NA	NA	PM	1
4	13	7	2011	wet	LoopTrail	8	Frog	NA	Pristimantis	pardalis	EC_66	0	NA	NA	NA	NA	NA	19.8	19.6	27.61	1.45	NA	NA	NA	NA	NA	NA	NA	PM	1
25	10	2	2013	dry	Cascada	8	Frog	trail	Pristimantis	ridens	EC_881	2.608003914	2.608003914	NA	NA	NA	NA	20.1	20.2	19.3	NA	NA	1	3	leaf	146	R	1931	PM	1
28	17	2	2013	dry	LoopTrail	4	Frog	trail	Pristimantis	ridens	EC_885	0.804523751	0.804523751	NA	NA	NA	M	NA	NA	14.6	0.8	amplexus	1.4	NA	leaf	314	L	2042	PM	1
28	17	2	2013	dry	LoopTrail	5	Frog	trail	Pristimantis	ridens	EC_886	0	0	NA	NA	NA	F	NA	NA	22.4	1.4	amplexus	1.4	NA	leaf	314	L	2042	PM	1
34	19	2	2013	dry	LoopTrail	3	Frog	trail	Pristimantis	ridens	EC_894	0	0	0	NA	NA	NA	19.8	19.9	19.3	1.2	NA	2	NA	leaf	299	L	2019	PM	1
75	9	3	2013	dry	Silenciosa	6	Frog	trail	Pristimantis	ridens	EC_1016	0	0	NA	NA	NA	NA	21.2	21.2	19.2	1.2	NA	1.2	0.2	leaf	137	R	2132	PM	1
55	5	7	2013	wet	Verrugosa	4	Frog	trail	Pristimantis	ridens	NA	NA	NA	NA	NA	NA	NA	19.8	19.7	NA	NA	amplexus	0.5	NA	leaf	241	L	2000	PM	1
32	6	3	2014	dry	Verrugosa	1	Frog	trail	Pristimantis	ridens	EC_1512	0	0	0	NA	NA	NA	20.3	20.2	19.5	1.3	NA	1	NA	leaf	30	L	1902	PM	1
69	15	3	2014	dry	LoopTrail	4	Frog	trail	Pristimantis	ridens	EC_1625	0	0	NA	NA	NA	NA	18.6	18.6	19.8	1.1	NA	1.5	NA	leaf	166	R	2053	PM	1
74	22	3	2014	dry	Guabal	1	Frog	trail	Pristimantis	ridens	NA	NA	NA	NA	NA	NA	NA	20.9	20.9	22	NA	NA	0.4	1	leaf	24	L	1922	PM	1
1	12	7	2011	wet	LoopTrail	15	Frog	NA	Pristimantis	ridens	NA	NA	NA	NA	NA	NA	NA	19.4	19.4	NA	NA	NA	35	NA	lf	NA	r	2216	PM	1
10	5	6	2012	wet	Silenciosa	1	Frog	0	Pristimantis	sp.	EC_205	0	0	NA	NA	NA	F	21.3	21.4	27.1	1.7	NA	225	0	leaf	50	R	2000	PM	1
25	15	6	2012	wet	Verrugosa	1	Frog	0	Pristimantis	sp.	EC_323	0	0	NA	NA	NA	juv	NA	NA	9.8	NA	NA	NA	NA	NA	110	NA	900	AM	1
25	15	6	2012	wet	Verrugosa	4	Frog	0	Pristimantis	sp.	EC_324	0	0	NA	NA	NA	juv	NA	NA	9.8	NA	NA	NA	NA	NA	240	NA	938	AM	1
26	15	6	2012	wet	MainTrail	8	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	20.2	20.3	NA	NA	NA	160	NA	leaf	141	R	2033	PM	1
30	17	6	2012	wet	Verrugosa	6	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	23.1	23.3	NA	NA	NA	20	NA	leaf	105	R	1956	PM	1
33	18	6	2012	wet	Verrugosa	6	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	22.3	22.5	NA	NA	NA	5	NA	leaf	151	R	1955	PM	1
35	19	6	2012	wet	Guabal	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	23.4	23.6	NA	NA	NA	130	1.2	leaf	42	L	1002	AM	1
37	20	6	2012	wet	Silenciosa	3	Frog	0	Pristimantis	sp.	EC_399	0	0	0	NA	NA	NA	21.7	21.7	11.1	0.1	NA	10	3	leaf	108	L	915	AM	1
56	3	7	2012	wet	LoopTrail	7	Frog	0	Pristimantis	sp.	EC_515	123.4562302	123.4562302		NA	NA	NA	20.2	20.1	6.6	NA	NA	10	NA	leaf	134	L	2026	PM	1
56	3	7	2012	wet	LoopTrail	5	Frog	0	Pristimantis	sp.	EC_513	0	0		NA	NA	NA	19.9	20.1	7.9	0.5	NA	180	NA	leaf	115	L	2009	PM	1
56	3	7	2012	wet	LoopTrail	8	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	19.4	19.7	NA	NA	NA	140	NA	leaf	146	R	2033	PM	1
62	5	7	2012	wet	LoopTrail	13	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	19.4	19.5	NA	NA	NA	110	NA	leaf	202	L	2048	PM	1
62	5	7	2012	wet	LoopTrail	6	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	20.3	20.5	NA	NA	NA	10	NA	leaf	107	R	2006	PM	1
63	6	7	2012	wet	Verrugosa	39	Frog	0	Pristimantis	sp.	EC_574	0	0		NA	NA	NA	19.2	19.3	10.6	NA	NA	170	NA	leaf	328	L	2201	PM	1
63	6	7	2012	wet	Verrugosa	30	Frog	0	Pristimantis	sp.	EC_566	1723.862915	1723.862915		NA	NA	juv	19.6	19.7	13.5	0.2	NA	140	NA	leaf	252	R	2122	PM	1
63	6	7	2012	wet	Verrugosa	40	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	19.2	19.4	NA	NA	NA	170	NA	leaf	336	L	2204	PM	1
63	6	7	2012	wet	Verrugosa	19	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	5	NA	leaf	168	R	2041	PM	1
63	6	7	2012	wet	Verrugosa	7	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	76	L	1946	PM	1
65	7	7	2012	wet	LoopTrail	4	Frog	0	Pristimantis	sp.	EC_578	0	0		NA	NA	NA	NA	NA	7.2	NA	NA	0	NA	leaf_litter	219	C	1122	AM	1
66	7	7	2012	wet	Verrugosa	18	Frog	0	Pristimantis	sp.	EC_594	0	0		NA	NA	NA	20.2	20.3	8.6	NA	NA	30	NA	leaf	172	R	2036	PM	1
66	7	7	2012	wet	Verrugosa	27	Frog	0	Pristimantis	sp.	EC_602	1.290489584	1.290489584		NA	NA	NA	20.6	20.4	13.5	0.1	NA	30	NA	leaf	271	L	2121	PM	1
66	7	7	2012	wet	Verrugosa	29	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	20.7	20.7	NA	NA	NA	45	NA	leaf	275	L	2127	PM	1
66	7	7	2012	wet	Verrugosa	37	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	80	NA	leaf	377	L	2209	PM	1
66	7	7	2012	wet	Verrugosa	31	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	20.8	20.8	NA	NA	NA	30	NA	leaf	291	R	2137	PM	1
64	7	7	2012	wet	MainTrail	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	leaf	387	R	1016	AM	1
67	8	7	2012	wet	Verrugosa	2	Frog	0	Pristimantis	sp.	EC_608	0	0		NA	NA	NA	21.7	21.9	10.4	0.1	NA	10	NA	leaf	42	R	1909	PM	1
67	8	7	2012	wet	Verrugosa	7	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	21.8	21.9	NA	NA	NA	55	NA	leaf	92	L	1941	PM	1
67	8	7	2012	wet	Verrugosa	20	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	22	22.2	NA	NA	NA	5	NA	leaf	269	R	2056	PM	1
68	10	7	2012	wet	Cascada	6	Frog	0	Pristimantis	sp.	EC_630	0.9013699	0.9013699		NA	NA	NA	19.9	20	11.2	NA	NA	60	1	leaf	109	L	2006	PM	1
71	11	7	2012	wet	Guabal	1	Frog	0	Pristimantis	sp.	EC_648	445.1346207	445.1346207		NA	NA	NA	NA	NA	8.5	NA	NA	0	2.5	rock	189	L	1050	AM	1
71	11	7	2012	wet	Guabal	3	Frog	0	Pristimantis	sp.	EC_650	0	0		NA	NA	NA	NA	NA	13.2	0.1	NA	140	4	mossy_boulder	357	L	1117	AM	1
78	13	7	2012	wet	LoopTrail	5	Frog	0	Pristimantis	sp.	EC_671	0	0	0	NA	NA	NA	20.7	20.8	13	0.1	NA	5	NA	leaf	61	L	1953	PM	1
78	13	7	2012	wet	LoopTrail	18	Frog	0	Pristimantis	sp.	EC_681	0.846272185	0.846272185	0.941817015	NA	NA	NA	20.1	20.2	13.7	0.3	NA	5	NA	leaf	272	R	2138	PM	1
78	13	7	2012	wet	LoopTrail	9	Frog	0	Pristimantis	sp.	EC_675	1.629335731	1.629335731	0	NA	NA	NA	20.4	20.5	16.4	0.3	NA	80	NA	leaf	84	L	2020	PM	1
77	13	7	2012	wet	Guabal	3	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	pebbles	388	L	1109	AM	1
88	17	7	2012	wet	MainTrail	3	Frog	0	Pristimantis	sp.	EC_736	0	0		NA	NA	NA	19.5	19.7	8	NA	NA	5	NA	leaf	26	L	1920	PM	1
88	17	7	2012	wet	MainTrail	8	Frog	0	Pristimantis	sp.	EC_739	0	0		NA	NA	NA	19.8	19.8	10	NA	NA	10	NA	leaf	125	L	2008	PM	1
88	17	7	2012	wet	MainTrail	5	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	19.9	20	NA	NA	NA	10	NA	leaf	106	L	2054	PM	1
95	22	7	2012	wet	MainTrail	15	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	21.5	21.5	NA	NA	NA	50	NA	leaf	385	R	2132	PM	1
101	25	7	2012	wet	Verrugosa	5	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	131	L	844	AM	1
4	4	2	2013	dry	Verrugosa	3	Frog	0	Pristimantis	sp.	EC_825	1.413242966	1.413242966	NA	NA	NA	NA	NA	NA	18.7	1	NA	0.25	NA	leaf	305	R	911	AM	1
7	5	2	2013	dry	Verrugosa	9	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	leaf_litter	256	L	907	AM	1
25	10	2	2013	dry	Cascada	5	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	1	1.5	leaf	111	L	1908	PM	1
27	11	2	2013	dry	Cascada	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.7	0	leaf	21	R	1919	PM	1
28	17	2	2013	dry	LoopTrail	6	Frog	0	Pristimantis	sp.	EC_887	0	0	0	NA	NA	NA	NA	NA	16.8	0.8	NA	0.2	NA	leaf	337	L	2052	PM	1
28	17	2	2013	dry	LoopTrail	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.15	NA	leaf	35	L	1919	PM	1
34	19	2	2013	dry	LoopTrail	1	Frog	0	Pristimantis	sp.	EC_893	0	0	NA	NA	NA	NA	20.2	20.1	12	NA	NA	0.75	NA	leaf	76	L	1927	PM	1
33	19	2	2013	dry	LoopTrail	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0	NA	leaf_litter	32	R	939	AM	1
38	20	2	2013	dry	MainTrail	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	NA	NA	NA	NA	NA	0.1	NA	leaf	386	R	2055	PM	1
35	20	2	2013	dry	MainTrail	7	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	NA	NA	NA	NA	NA	NA	NA	NA	356	R	902	AM	1
39	21	2	2013	dry	Verrugosa	2	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	21.1	21.2	NA	NA	NA	0.5	NA	leaf	47	L	1917	PM	1
44	22	2	2013	dry	MainTrail	4	Frog	0	Pristimantis	sp.	EC_915	0	0	NA	NA	NA	juv	NA	NA	10.9	NA	NA	0.3	NA	leaf	124	L	2135	PM	1
52	24	2	2013	dry	LoopTrail	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	NA	NA	NA	NA	NA	0.5	NA	leaf	273	R	2146	PM	1
80	11	3	2013	dry	Verrugosa	3	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	20.8	20.9	NA	NA	NA	0.9	NA	leaf	332	R	2005	PM	1
87	13	3	2013	dry	Verrugosa	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.3	NA	leaf	31	R	1900	PM	1
87	13	3	2013	dry	Verrugosa	4	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	juv	NA	NA	NA	NA	NA	0.3	NA	leaf	164	R	1937	PM	1
91	14	3	2013	dry	MainTrail	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	NA	NA	NA	NA	NA	0.3	NA	leaf	372	L	2110	PM	1
1	14	6	2013	wet	MainTrail	6	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	21.2	21.2	NA	NA	NA	0.2	NA	leaf	87	R	1952	PM	1
1	14	6	2013	wet	MainTrail	9	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	juv	22.5	22.6	NA	NA	NA	0.5	NA	leaf	106	L	2004	PM	1
1	14	6	2013	wet	MainTrail	15	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	leaf	382	R	2115	PM	1
7	17	6	2013	wet	Cascada	3	Frog	0	Pristimantis	sp.	EC_1088	0.573195815	0.573195815	NA	NA	NA	NA	23.4	23.4	11.18	NA	NA	1.2	0.5	leaf	18	L	1920	PM	1
8	18	6	2013	wet	Verrugosa	3	Frog	0	Pristimantis	sp.	EC_1093	0.011470694	0.011470694	NA	NA	NA	juv	NA	NA	12.4	NA	NA	0.2	NA	leaf	320	L	930	AM	1
17	21	6	2013	wet	MainTrail	3	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	leaf_litter	65	R	754	AM	1
47	1	7	2013	wet	MainTrail	2	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	NA	NA	NA	NA	NA	0.2	NA	leaf	102	L	1924	PM	1
48	2	7	2013	wet	MainTrail	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	20.5	20.5	NA	NA	NA	1.7	NA	leaf	57	R	1914	PM	1
48	2	7	2013	wet	MainTrail	2	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	20	20.1	NA	NA	NA	2	NA	leaf	69	R	1918	PM	1
55	5	7	2013	wet	Verrugosa	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	20.6	20.6	NA	NA	NA	0.4	NA	leaf	51	L	1915	PM	1
87	20	7	2013	wet	Verrugosa	2	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	stem	116	L	848	AM	1
90	22	7	2013	wet	Verrugosa	11	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	20.5	20.5	NA	NA	NA	1	NA	leaf	281	R	2020	PM	1
90	22	7	2013	wet	Verrugosa	12	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	20.4	20.5	NA	NA	NA	0.5	NA	leaf	284	R	2021	PM	1
90	22	7	2013	wet	Verrugosa	3	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	juv	20.8	20.8	NA	NA	NA	0.3	NA	leaf	55	L	1919	PM	1
93	25	7	2013	wet	LoopTrail	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	NA	NA	NA	NA	NA	0.2	NA	leaf	64	R	924	AM	1
97	25	7	2013	wet	Verrugosa	6	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	19.8	19.9	NA	NA	NA	0.4	NA	leaf	219	L	1954	PM	1
97	25	7	2013	wet	Verrugosa	7	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	20	20	NA	NA	NA	0.4	NA	leaf	248	L	2000	PM	1
97	25	7	2013	wet	Verrugosa	8	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	hatchling	20.3	20.4	NA	NA	NA	0.2	NA	leaf	257	L	2003	PM	1
4	26	2	2014	dry	LoopTrail	1	Frog	0	Pristimantis	sp.	NA	NA	NA	NA	NA	NA	juv	19.4	19.6	NA	NA	NA	0.3	NA	leaf	292	L	2105	PM	1
