"","survey_1","survey_2","survey_3","survey_4","survey_5","survey_6","survey_7","survey_8","survey_9","survey_10","survey_11"
"MainTrail_20",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_200",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_220",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_240",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_260",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_280",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_300",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_320",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_340",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_360",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_380",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_40",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_60",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"MainTrail_80",3,3,3,2,2,2,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_0",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_100",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_120",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_140",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_160",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_180",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_20",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_40",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_60",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Silenciosa_80",4,4,3,3,3,3,3,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_0",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_100",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_120",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_140",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_160",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_180",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_20",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_200",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_220",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_240",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_260",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_280",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_300",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_320",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_340",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_360",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_380",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_40",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_60",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
"Verrugosa_80",3,3,3,3,3,3,2,3.02857142857143,3.02857142857143,3.02857142857143,3.02857142857143
