"","survey_1","survey_2","survey_3","survey_4","survey_5","survey_6","survey_7","survey_8","survey_9","survey_10","survey_11"
"LoopStream_60",5,4,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopStream_80",5,4,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_0",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_100",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_120",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_140",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_160",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_180",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_20",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_200",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_220",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_240",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_260",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_280",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_300",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_320",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_340",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_360",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_380",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_40",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_60",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"LoopTrail_80",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_0",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_100",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_120",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_140",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_160",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_180",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_20",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_200",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_220",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_240",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_260",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_280",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_300",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_320",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_340",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_360",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_380",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_40",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_60",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"MainTrail_80",4,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_0",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_100",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_120",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_140",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_160",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_180",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_20",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_40",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_60",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Silenciosa_80",3,3,3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_0",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_100",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_120",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_140",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_160",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_180",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_20",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_200",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_220",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_240",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_260",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_280",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_300",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_320",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_340",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_360",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_380",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_40",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_60",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
"Verrugosa_80",3,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778,3.27777777777778
