"","survey_1","survey_2","survey_3","survey_4","survey_5","survey_6","survey_7","survey_8","survey_9","survey_10","survey_11"
"MainTrail_360",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"MainTrail_380",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"MainTrail_40",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"MainTrail_60",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"MainTrail_80",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_0",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_100",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_120",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_140",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_160",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_180",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_20",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_40",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_60",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Silenciosa_80",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_0",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_100",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_120",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_140",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_160",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_180",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_20",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_200",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_220",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_240",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_260",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_280",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_300",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_320",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_340",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_360",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_380",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_40",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_60",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
"Verrugosa_80",2,2,2,2,2,2,2,2.09677419354839,2.09677419354839,2.09677419354839,2.09677419354839
